LearnerID,InitialEnglishLevel,DailyStudyTime,StudyFrequency,VocabularyMastery,GrammarMastery,ListeningComprehension,OralExpression,ReadingAbility,WritingAbility,Memorization,Understanding,Application,Analysis,Evaluation,Creation,LearningPathCategory
L0296,Elementary,0.9,5,50.97813293093307,43.2048542512752,51.89603196244031,46.39961326420656,45.71854669007195,34.55074965377749,2,2,2,2,2,2,Beginner_Path
L0297,Intermediate,2.2,7,71.03933546701907,63.94232774500935,73.81062187380665,61.254851123246176,45.66959595382146,66.6290257254414,3,3,3,2,3,3,Elementary_Path
L0298,Beginner,1.8,7,37.43719175748428,27.33677475218574,50.40589541812241,48.9958446432767,61.91638255054987,33.5284469478314,1,1,2,2,1,2,Beginner_Path
L0299,Intermediate,1.0,1,57.64083470687876,52.35454101295278,71.1908316938801,35.51503465500345,48.184334208975876,55.3094808826783,2,2,2,2,2,2,Elementary_Path
L0300,Beginner,2.7,4,35.931147554956254,38.65759986092915,41.24491019360501,26.74903672976971,42.20129187487776,19.949281257461966,1,1,1,1,1,1,Beginner_Path
L0301,Beginner,0.7,4,34.65243329155677,15.584321993797786,38.43902763994359,32.1925890944355,22.592993936196645,45.168308890128515,1,0,1,1,1,1,Beginner_Path
L0302,Elementary,2.1,7,52.949714557088214,21.150944910494175,67.69255671898621,47.96519151426798,46.00929460756907,51.27328120273809,2,1,2,2,1,2,Beginner_Path
L0303,Elementary,2.2,2,35.027423548213555,48.461173287977225,50.0268285364233,46.549663084715775,54.219688214334575,50.569478823405035,1,2,2,2,2,2,Beginner_Path
L0304,Intermediate,1.0,2,72.80939576666728,59.92014280566899,67.94082038793213,56.7831131431273,51.75266020497637,46.869771478311776,3,2,3,2,3,2,Elementary_Path
L0305,Intermediate,2.5,6,53.34577701870539,75.64220134852411,66.63334680677538,62.080960585699444,65.86801850735655,47.2636015506187,2,3,3,2,3,3,Elementary_Path
L0306,Advanced,1.3,6,97.21903485438142,86.5809487586681,100.0,78.96706889220891,87.30958908111917,87.23599454445905,4,4,4,4,4,4,UpperIntermediate_Path
L0307,Elementary,1.7,2,37.30001402606124,53.19739717258095,64.7141235767236,57.341414422336946,61.600825123986134,38.05501589751949,1,2,3,2,2,2,Elementary_Path
L0308,Elementary,1.7,7,56.68840130546218,43.04527356414026,42.04741379332879,52.33452441699481,63.61760913340223,49.34892962677338,2,2,2,2,2,2,Elementary_Path
L0309,Intermediate,1.4,7,66.71944607814497,57.972272215850865,53.1244683322496,54.8016773587192,54.132552392699886,33.390873972332784,3,2,2,2,3,2,Elementary_Path
L0310,Elementary,2.1,6,53.84202072005897,61.67256841749534,60.78909818069134,64.00907991888916,50.76732859392957,40.12455443593407,2,3,3,2,2,2,Elementary_Path
L0311,Elementary,2.1,3,40.05571478200208,23.760071818743643,54.35662352620834,63.56416035571767,51.83454226472233,62.96753465426491,2,1,2,2,1,2,Beginner_Path
L0312,Beginner,0.5,7,42.495481895980774,39.1361625757168,40.44828216046236,47.328953551938085,46.193492954346986,39.394858279957646,2,1,2,2,2,2,Beginner_Path
L0313,Beginner,2.4,2,28.16943815265611,56.35586730077366,55.156278839944704,7.814432294322074,40.143819962442656,36.66793664530993,1,2,1,1,2,1,Beginner_Path
L0314,Advanced,0.5,4,87.47236744903815,87.82034219209342,96.8745938208891,100.0,91.90210959342842,100.0,4,4,4,4,4,4,Advanced_Path
L0315,Upper-Intermediate,2.2,7,85.29413100955325,86.50572963232848,80.52457386889444,80.94758522471935,72.5659352520488,46.64046381198564,4,4,4,2,4,3,Intermediate_Path
L0316,Intermediate,2.3,7,67.96701927070742,48.707878504705576,72.79828640755049,78.06408637712937,61.152398669720185,46.84688885211892,3,2,3,2,2,3,Elementary_Path
L0317,Elementary,0.7,3,50.15182942540433,44.67952505836286,51.248910050564355,60.374645917335386,62.979401935351326,40.98826828252611,2,2,2,2,2,2,Elementary_Path
L0318,Beginner,1.2,6,30.251934240771583,35.33524702388588,60.68518985472554,53.78342677497285,46.46083241211854,43.5835123300539,1,1,2,2,1,2,Beginner_Path
L0319,Beginner,0.7,7,46.455877121741935,12.824089206412292,37.11952376766992,46.78654850180379,47.01255639443369,43.756563632282365,2,0,2,2,1,2,Beginner_Path
L0320,Elementary,1.3,5,50.193812376980254,33.318221721498,61.56929066342088,61.48693198645512,57.23070324135578,36.33993291017374,2,1,3,2,2,2,Elementary_Path
L0321,Elementary,1.3,1,26.79684401769577,34.03124920616014,69.33832838659845,67.9412374073444,48.46191222118964,54.979543221425494,1,1,3,2,1,3,Elementary_Path
L0322,Intermediate,2.0,2,67.82629826316519,63.220660780325275,51.227045107279,60.165547383782055,63.1882704357953,50.96685232678293,3,3,2,2,3,2,Elementary_Path
L0323,Intermediate,2.4,5,59.75767166130308,63.72153105684055,61.566648241475505,42.2776945592187,49.148263216642555,67.11639625649167,2,3,2,2,3,2,Elementary_Path
L0324,Elementary,2.5,6,62.02451247983072,48.24036442706533,66.42207392885558,44.92539099984858,62.688076563169574,34.67357301877942,3,2,2,2,2,2,Elementary_Path
L0325,Advanced,1.1,4,79.04729481157196,93.24102896855706,100.0,91.89945599383437,62.17039567656779,83.7668840093384,3,4,4,3,4,4,UpperIntermediate_Path
L0326,Intermediate,1.4,1,28.232961868039993,53.35850587278226,63.28504399611761,58.74887584371558,59.128516076645745,50.0983268462344,1,2,3,2,2,2,Elementary_Path
L0327,Intermediate,0.5,5,62.79083858345185,67.01931669539543,57.653289063231405,45.53438033840574,71.40895977150274,65.56030371565714,3,3,2,3,3,3,Elementary_Path
L0328,Intermediate,0.9,1,62.91563676681973,55.08788442632072,74.55935822330763,41.689323748050214,46.361320663706586,49.77218783433829,3,2,2,2,2,2,Elementary_Path
L0329,Elementary,2.2,2,33.093283723935485,45.578640474267566,66.83549102581605,40.58837331365171,53.99779917616851,44.57551470988244,1,2,2,2,1,2,Beginner_Path
L0330,Beginner,2.6,6,30.215004541333936,32.34407366737589,33.35336651487605,46.07739555984151,33.19233553420973,40.06811397663049,1,1,1,1,1,1,Beginner_Path
L0331,Elementary,0.6,7,77.55217743719902,51.844504776364275,42.960863510336196,63.803397708229696,46.31196734811131,50.452584830261195,3,2,2,2,3,2,Elementary_Path
L0332,Intermediate,1.1,4,56.94389385846197,50.78801183387087,67.25256681983599,67.16567613777701,69.45940960639437,63.869526074731716,2,2,3,3,2,3,Elementary_Path
L0333,Beginner,1.5,6,47.30958976376216,44.76431377198068,51.293606334288924,48.57427287114136,41.9805692588515,37.11124776844667,2,2,2,1,2,2,Beginner_Path
L0334,Beginner,1.7,1,33.493401726316165,23.678508592839933,42.009309147699454,37.19184426836442,19.65644132115637,30.81751084720169,1,1,1,1,1,1,Beginner_Path
L0335,Beginner,0.9,5,19.096971011468433,24.01083745271806,51.792938199823496,20.57917542294036,30.235744602684015,31.503012546412496,0,1,1,1,1,1,Beginner_Path
L0336,Beginner,1.8,2,38.297417532040946,41.87426755126504,37.89863393162618,33.447794191172946,49.7533573488876,35.25672315207612,1,2,1,2,2,1,Beginner_Path
L0337,Upper-Intermediate,1.2,2,72.34395439713894,69.11455785416987,58.853064009262646,70.41235588127621,79.48942718192998,72.49592476074383,3,3,3,3,3,3,Intermediate_Path
L0338,Intermediate,1.5,6,56.001217613316285,50.46108583846872,60.76098927667404,53.02947513164318,77.48135572524285,53.52828352151564,2,2,2,3,2,3,Elementary_Path
L0339,Elementary,1.9,7,48.853591644936074,53.90057732475459,55.632321465131014,48.54694865374626,66.82647594013298,45.192034209655475,2,2,2,2,2,2,Elementary_Path
L0340,Beginner,1.5,5,42.64268271645636,28.927385859139157,42.241600401035434,42.414197598929505,36.577548698532084,19.82746139427895,2,1,2,1,1,1,Beginner_Path
L0341,Elementary,1.2,7,48.49883048746194,42.9979874569963,43.41396736340515,56.53015188243498,75.03237805069489,51.67355284454678,2,2,2,3,2,2,Elementary_Path
L0342,Elementary,1.4,7,37.35993832052636,58.99227950071159,36.843510241211824,45.21880135633666,50.24479669851911,46.811122888894296,1,2,2,2,2,2,Beginner_Path
L0343,Beginner,1.4,5,44.86184791561939,50.3914234581065,39.85911195632102,18.962405943554067,30.373314655909745,45.018704135410886,2,2,1,1,2,1,Beginner_Path
L0344,Elementary,1.2,1,30.506282446775767,60.723982102703275,63.97655771649744,43.171222807088654,43.663601340894225,45.00160507407085,1,3,2,2,2,2,Beginner_Path
L0345,Elementary,1.3,6,29.496425427157998,42.17874223066089,67.56197439413683,48.43710396991984,27.43274894710581,27.616024214782136,1,2,2,1,1,2,Beginner_Path
L0346,Intermediate,2.6,6,67.39180494701569,67.3070290498447,76.87713384138455,70.22807922133408,76.07019008249281,51.41553810693325,3,3,3,3,3,3,Intermediate_Path
L0347,Intermediate,1.9,3,65.07020272135357,45.51047172231322,56.84090464851447,52.32192157815895,75.94761989043863,53.00070076881583,3,2,2,3,2,2,Elementary_Path
L0348,Beginner,1.3,6,39.42604634925964,25.93097125277939,33.46293676369636,43.12543628399402,29.844925611866792,42.42903305433599,1,1,1,1,1,1,Beginner_Path
L0349,Elementary,2.0,2,36.04551495244928,21.49544147375639,59.96634614979895,50.90087899635432,47.72115711618094,24.29726455486605,1,1,2,1,1,2,Beginner_Path
L0350,Intermediate,1.3,1,52.920890593259244,71.7286820189853,71.35100011597925,58.439005331233886,60.956075441125776,55.41179516948935,2,3,3,2,3,3,Elementary_Path
L0351,Elementary,2.3,5,47.37253252313496,36.36020150923922,59.001696052004974,57.305333193245914,40.396469478578865,50.13675215793306,2,1,2,2,2,2,Beginner_Path
L0352,Upper-Intermediate,1.8,6,59.041060314258864,68.7346742025294,59.85936725762237,66.39158803247419,57.448979687288386,63.385121147184805,2,3,3,3,3,3,Elementary_Path
L0353,Intermediate,1.4,1,52.60971341976767,45.89675658071716,56.331154151165336,52.24813550356484,57.896423962230884,55.74628009816848,2,2,2,2,2,2,Elementary_Path
L0354,Beginner,1.8,6,46.523303381766794,41.9516524833014,44.70311209714021,37.88099176905772,36.78920570540753,28.729634908501556,2,2,2,1,2,1,Beginner_Path
L0355,Beginner,0.5,5,54.273053642892165,31.243663392826598,49.87218194630427,31.598534949063,36.11588759011225,27.704270667796095,2,1,2,1,2,1,Beginner_Path
L0356,Intermediate,0.7,4,55.8056524734145,41.95183109567051,72.67307362602487,63.080122910545995,62.22716062600965,50.91580149868683,2,2,3,2,2,3,Elementary_Path
L0357,Beginner,0.7,5,47.56488354316098,39.416625641860605,46.4425352228204,30.868076956338673,54.29519658525992,27.89308007532989,2,1,1,2,2,1,Beginner_Path
L0358,Intermediate,1.6,5,40.859399294125325,40.66269975189772,68.30783806538236,60.263042077451345,56.96907280308274,61.83618311936333,2,2,3,2,2,3,Elementary_Path
L0359,Upper-Intermediate,2.7,5,81.59451241113612,61.625942746845084,80.84865458361104,71.99827231213243,76.70442998721363,62.650481231646225,4,3,3,3,3,3,Intermediate_Path
L0360,Intermediate,3.1,6,51.96051585272519,33.93110885373919,71.85619374218483,60.14925964776706,67.26870523744935,45.970899929520726,2,1,3,2,2,3,Elementary_Path
L0361,Elementary,1.9,3,53.0734561670797,30.760418878023934,58.12865651490911,43.40258604936961,55.54142926512749,62.679286668395335,2,1,2,2,2,2,Elementary_Path
L0362,Intermediate,1.9,5,57.52247581760291,56.78529169720478,65.65737660047287,54.609117054731726,53.85576475552158,64.60740011824035,2,2,3,2,2,2,Elementary_Path
L0363,Elementary,0.5,2,63.20414009783834,25.354639618970754,52.31631200862619,48.9600926799705,50.963771231140356,26.384866393407997,3,1,2,1,2,2,Beginner_Path
L0364,Elementary,1.1,2,41.25564351660082,30.188542753782844,55.81291425042481,50.02074506161313,55.47539820169053,37.35231710147467,2,1,2,2,1,2,Beginner_Path
L0365,Upper-Intermediate,0.9,1,81.27606297561832,69.97631083867192,84.84591378839275,72.95798084608843,63.71648662489223,72.4246297172271,4,3,3,3,3,3,Intermediate_Path
L0366,Elementary,1.1,3,47.20492536703466,39.56393103906947,57.67475388898061,65.05362356513083,62.63539010796508,48.23755067231493,2,1,3,2,2,2,Elementary_Path
L0367,Advanced,1.4,1,88.41694521990337,100.0,98.80826418345254,78.09263081258716,100.0,70.09507134263106,4,5,4,4,4,4,UpperIntermediate_Path
L0368,Upper-Intermediate,1.2,2,73.1614610684079,88.33896546024376,93.42721861351185,72.35796205047286,67.77219744555507,81.58565492822322,3,4,4,3,4,3,Intermediate_Path
L0369,Beginner,0.5,7,31.54326895505887,26.320775372488463,47.65163922746587,22.263709778830155,41.93670018348169,43.25224419181626,1,1,1,2,1,1,Beginner_Path
L0370,Beginner,2.0,2,39.85901034093328,40.57137618403482,38.510014795268425,41.72081478667386,46.42278256671032,39.819016320403385,1,2,2,2,2,2,Beginner_Path
L0371,Beginner,0.7,4,39.37351777878178,42.492825568794515,53.83606785994169,26.84753463623186,34.543858436712476,48.56728490712121,1,2,2,2,2,2,Beginner_Path
L0372,Beginner,1.7,5,42.41240248406729,29.025211419755966,31.338016623310825,35.21689744123424,44.81613845688094,39.52289992570918,2,1,1,2,1,1,Beginner_Path
L0373,Beginner,3.0,7,40.84505145692862,20.044584635017962,34.18586619260713,34.279356746686744,41.63255626292165,39.48580879251847,2,1,1,2,1,1,Beginner_Path
L0374,Intermediate,0.9,2,67.97994549612237,54.87701550691943,68.35847264720068,60.80891126601171,45.320818223611994,70.57679271822242,3,2,3,2,3,3,Elementary_Path
L0375,Beginner,0.5,6,49.235086160473685,33.271543251858894,50.16396667786579,32.4720908245482,44.59161315978558,46.01219580727709,2,1,2,2,2,2,Beginner_Path
L0376,Elementary,1.3,6,39.49376678172199,40.64235503029381,42.54948776496005,42.04694302306018,38.99857583728964,36.584925410884686,1,2,2,1,2,2,Beginner_Path
L0377,Upper-Intermediate,2.3,1,83.68772500590771,74.42316868164485,76.1718251901325,87.35856464085899,84.39202851662047,76.33195178671916,4,3,4,4,3,4,UpperIntermediate_Path
L0378,Beginner,2.9,7,28.136635728901457,27.492703929944014,38.93916167780341,40.84566790474526,33.28788924866111,28.357321350414182,1,1,1,1,1,1,Beginner_Path
L0379,Upper-Intermediate,0.6,1,80.87855888137734,58.480024524208574,75.13323677118403,67.38949147977732,73.38714566338855,75.04154550950278,4,2,3,3,3,3,Intermediate_Path
L0380,Elementary,1.8,5,56.197387847028686,46.090829703498315,64.43597776272946,45.49166328188769,63.72278913446575,49.766135070198146,2,2,2,2,2,2,Elementary_Path
L0381,Beginner,1.2,5,20.886831083374958,38.859700925688756,52.06505463547253,54.45354952270745,44.96381646528845,21.16532687544014,1,1,2,1,1,2,Beginner_Path
L0382,Intermediate,1.4,4,60.9297924652941,43.23355056099947,64.80877820146293,55.64835121748903,49.20526080425455,53.78154388688965,3,2,3,2,2,2,Elementary_Path
L0383,Intermediate,3.4,3,55.31503886639684,64.28090610991082,59.54038072885072,51.10723376847612,49.85083429200916,57.65257023580402,2,3,2,2,2,2,Elementary_Path
L0384,Upper-Intermediate,0.5,1,67.41234742064626,52.29518862223922,66.5035032977986,66.15003849873608,69.00697211376274,65.63709809005843,3,2,3,3,2,3,Elementary_Path
L0385,Intermediate,1.7,5,73.50852330699006,49.21886541284357,79.2018493878195,52.508735190104225,63.94644083356666,58.1470994239076,3,2,3,3,3,3,Elementary_Path
L0386,Upper-Intermediate,1.8,1,68.46320859362581,67.41991463802391,85.92113900284919,67.05502277573278,78.58299814932768,78.05897777001069,3,3,3,3,3,3,Intermediate_Path
L0387,Elementary,2.3,5,41.9362307088195,38.6377628734807,47.933308959268594,35.20352151650757,41.568976953371305,44.69406935769244,2,1,2,2,2,2,Beginner_Path
L0388,Beginner,1.6,2,40.756949400050935,29.349395264488074,52.19599497624891,26.757999030530218,28.32790514385641,37.24599476708259,2,1,1,1,1,1,Beginner_Path
L0389,Intermediate,1.7,1,66.85589746298416,73.71074482308114,64.29776379425374,49.7067962563863,62.81583405085834,68.83424078555976,3,3,2,3,3,3,Elementary_Path
L0390,Upper-Intermediate,1.2,2,73.58351413989872,61.49115910961101,77.12890495137657,78.91571018453098,73.18139934209839,74.73196583225226,3,3,3,3,3,3,Intermediate_Path
L0391,Advanced,1.7,1,100.0,100.0,99.35211528289602,84.18762712727127,100.0,87.00824289674473,5,5,4,4,5,4,Advanced_Path
L0392,Elementary,1.3,3,55.30975661964091,49.371267797310516,47.58501750087275,45.928383109059595,50.366036565630786,35.41920620358639,2,2,2,2,2,2,Beginner_Path
L0393,Elementary,1.9,4,28.217886802685697,45.92055137311992,51.5624348048989,60.70088025254897,68.14252827700275,51.71026011388849,1,2,2,2,1,2,Elementary_Path
L0394,Intermediate,1.2,6,54.70533036492992,59.76240353387666,66.21461064199546,70.95007149938418,48.2961640189566,58.30149949391939,2,2,3,2,2,3,Elementary_Path
L0395,Elementary,1.8,6,44.38157900648301,70.29927749251952,50.005488071147866,45.17875056862265,34.26787060438293,57.83739433701408,2,3,2,2,2,2,Elementary_Path
L0396,Upper-Intermediate,1.5,6,79.79360953429422,60.06406996068552,86.69085210267524,66.69136489316591,63.79914867474466,70.46878543303312,3,3,3,3,3,3,Intermediate_Path
L0397,Upper-Intermediate,2.3,2,48.75182943625888,58.79582081063611,98.6906650367826,64.35569686326463,86.89129781453467,51.83733499866004,2,2,4,3,2,3,Intermediate_Path
L0398,Elementary,1.5,7,75.49009708717722,37.45133803428079,47.45701867392857,54.92775769708238,67.56101589693534,27.998791311717383,3,1,2,2,2,2,Elementary_Path
L0399,Intermediate,0.5,5,65.3102609489421,55.32143146964561,48.34874703695955,55.95292766477712,52.17820546047366,62.356807637597335,3,2,2,2,3,2,Elementary_Path
L0400,Intermediate,2.4,6,61.48876803917691,37.74228875187427,44.98259832523738,54.135051096772095,55.39433970240442,49.29806402301847,3,1,2,2,2,2,Elementary_Path
L0401,Beginner,0.9,3,51.81567716419146,35.22339239318608,43.49531858505018,29.863354248624475,28.310190897875003,39.36767751110497,2,1,1,1,2,1,Beginner_Path
L0402,Upper-Intermediate,1.0,6,98.43654052812624,86.93547133413672,73.36835409873817,65.30333590988612,56.88360152881613,71.14232644502356,4,4,3,3,4,3,Intermediate_Path
L0403,Elementary,1.1,1,58.70746644588403,46.51407390624777,57.078605010670806,51.20058191493244,57.184116977766294,43.33160332306079,2,2,2,2,2,2,Elementary_Path
L0404,Upper-Intermediate,2.5,2,84.4881309647162,67.07314541024724,81.32597672026101,59.84561734112738,77.23020302962163,69.03638714411777,4,3,3,3,3,3,Intermediate_Path
L0405,Elementary,0.5,7,51.30690024464382,38.81839551316372,38.96783153385904,57.94868693787939,50.10487982673875,36.34610494954773,2,1,2,2,2,2,Beginner_Path
L0406,Upper-Intermediate,3.7,1,73.58474246633051,78.98511704551565,61.851161705185945,67.66155356185081,60.9994346283662,69.84222311100329,3,3,3,3,3,3,Intermediate_Path
L0407,Elementary,2.2,7,45.24204555995099,36.74167226761952,57.959332403460955,46.50364055748207,66.3995668182866,39.15506567205601,2,1,2,2,2,2,Beginner_Path
L0408,Beginner,1.7,1,31.73888008285458,53.46395920599248,46.35428834719957,24.630220418594455,34.96643261950527,31.277434798742952,1,2,1,1,2,1,Beginner_Path
L0409,Upper-Intermediate,1.5,1,68.12985900300502,89.33359747714357,75.74182001633449,72.87634061757636,80.33626424816475,66.76350955290839,3,4,3,3,3,3,Intermediate_Path
L0410,Beginner,1.7,4,26.494440356570166,37.567507986617876,28.428564148676955,34.7167905730944,25.454385947552755,32.73306730101281,1,1,1,1,1,1,Beginner_Path
L0411,Elementary,1.9,4,49.24128549314977,44.88484911923355,59.713912627649904,47.499194011435335,48.094748103799624,54.22173456507086,2,2,2,2,2,2,Elementary_Path
L0412,Advanced,2.0,5,73.15332422773614,95.30659808241559,100.0,100.0,92.91374456238584,83.70209170795306,3,4,5,4,4,4,Advanced_Path
L0413,Advanced,1.9,2,91.90916524143711,95.94798502227326,97.77982440218922,89.7769804579024,93.27075218053308,95.23702336590098,4,4,4,4,4,4,Advanced_Path
L0414,Intermediate,1.6,3,59.63669391957658,46.94008268940584,56.525261094349354,50.05340815854196,61.546485432366254,70.37854951326482,2,2,2,3,2,2,Elementary_Path
L0415,Intermediate,1.4,3,61.46935298386688,49.73444866863298,65.44552165571152,50.88680089453432,64.94522492048773,63.549446510561495,3,2,2,3,2,3,Elementary_Path
L0416,Elementary,1.4,3,44.77868429980008,31.776525653167045,41.33885919066315,53.95131185913769,38.694795439670386,50.34468535068511,2,1,2,2,1,2,Beginner_Path
L0417,Elementary,1.4,1,80.76860370180503,49.09064938334057,65.57960713838793,60.98693290993424,51.9737260543966,48.268322094835206,4,2,3,2,3,2,Elementary_Path
L0418,Elementary,2.3,4,63.601159001803126,51.66627883456891,55.818443345295385,50.8191802075105,51.13757683480277,53.6535870905007,3,2,2,2,2,2,Elementary_Path
L0419,Intermediate,1.9,2,47.55457499915277,41.50074362138727,47.31843088246768,64.88712744554769,62.31672684195061,55.8936073859624,2,2,2,2,2,2,Elementary_Path
L0420,Intermediate,0.5,1,62.32868087426898,50.44801095183841,61.99325639556317,64.09737723336706,60.723452173191816,64.84569845957199,3,2,3,3,2,3,Elementary_Path
L0421,Intermediate,2.0,7,53.91993857062676,41.527460824186505,69.63301510234231,72.1906441335752,47.26787226086603,61.141058052896845,2,2,3,2,2,3,Elementary_Path
L0422,Intermediate,1.6,4,49.85520273292586,46.012001897561625,61.669523790244774,38.50409827273967,46.822002478910264,51.40159539219612,2,2,2,2,2,2,Beginner_Path
L0423,Beginner,1.5,4,26.599279288760652,40.510170602262995,42.24104278559826,44.67218939304529,17.857318141154487,43.95850880102806,1,2,2,1,1,1,Beginner_Path
L0424,Elementary,1.2,6,54.32216690759254,37.6651793332172,42.75597792952728,57.837360439035635,58.17534509845298,45.914800059775686,2,1,2,2,2,2,Beginner_Path
L0425,Beginner,2.3,6,33.18619764930426,31.991740439677013,50.66540987081656,24.612762938644266,48.27657509735199,33.93867992387684,1,1,1,2,1,1,Beginner_Path
L0426,Elementary,2.2,2,59.678260240252044,28.726882720526845,48.51530799980863,39.14331815993584,58.4355029122212,40.23800839601013,2,1,2,2,2,2,Beginner_Path
L0427,Elementary,1.0,7,59.93782214530439,46.869902097246644,33.43554622994967,39.492172513718465,53.06789962461452,46.660188478745724,2,2,1,2,2,2,Beginner_Path
L0428,Upper-Intermediate,1.8,2,88.7391438521145,69.55726680155351,76.28742629329606,65.71209803622617,53.66880782281889,79.96462615412983,4,3,3,3,3,3,Intermediate_Path
L0429,Elementary,0.8,2,41.47613233925897,37.71040749966838,64.81149715570353,43.18282949064474,39.73289508214734,53.88940005593037,2,1,2,2,1,2,Beginner_Path
L0430,Beginner,0.5,1,44.753656106920104,33.10985702317526,41.130705534000526,40.42602813054941,41.70415417593112,38.53393797458957,2,1,2,2,1,2,Beginner_Path
L0431,Beginner,1.1,5,46.32454216642301,36.80294880503445,62.37984985123521,46.656746511673695,41.35518002791795,40.99643640725035,2,1,2,2,2,2,Beginner_Path
L0432,Intermediate,2.1,2,55.258218248960354,46.85131851090656,69.28967948548517,68.81316957768536,57.77251786847979,67.71696791522558,2,2,3,3,2,3,Elementary_Path
L0433,Intermediate,2.2,6,52.28228042607125,40.23737455998221,68.38758162280367,49.62176938832218,63.68917202908247,53.50033708829139,2,2,2,2,2,2,Elementary_Path
L0434,Beginner,1.9,5,56.09520665775973,53.05574432686815,43.71601734082391,29.55297001297017,40.11651707685245,23.84579996469794,2,2,1,1,2,1,Beginner_Path
L0435,Beginner,2.0,1,42.27495875732054,28.667272952897275,44.31713792235709,51.15821840016223,41.207704655513616,48.011298521785726,2,1,2,2,1,2,Beginner_Path
L0436,Intermediate,1.9,5,66.35967750711738,54.032398968131105,62.36576364880496,64.46743935418644,53.60934667167984,49.70221747969282,3,2,3,2,3,2,Elementary_Path
L0437,Beginner,1.1,3,31.779239881720727,45.108397350203134,41.97730607917474,38.82864841868996,49.820109861215904,28.096618766560955,1,2,2,1,1,1,Beginner_Path
L0438,Upper-Intermediate,1.8,7,62.80715533477806,100.0,85.30867162067149,77.73336675554967,70.69228391319616,52.03802244665449,3,5,4,3,4,3,Intermediate_Path
L0439,Intermediate,2.1,5,54.30550225507889,42.555135501111344,55.641687702094345,57.70196218148559,46.693509169793735,60.712830531642965,2,2,2,2,2,2,Elementary_Path
L0440,Beginner,2.0,2,38.75978612610003,39.4982721372651,34.2410617127574,43.24584683047615,32.290009871812714,18.785473754477785,1,1,1,1,1,1,Beginner_Path
L0441,Beginner,2.3,1,29.357799931826513,27.924477147058937,33.768049491246224,34.639333034942595,36.5153380863802,27.49741192308263,1,1,1,1,1,1,Beginner_Path
L0442,Advanced,2.0,7,89.90155191349616,79.6120969542329,100.0,90.68804934439231,99.94002788368847,90.88236794515059,4,3,4,4,4,4,Advanced_Path
L0443,Elementary,1.7,2,33.114948119315,37.7978797899321,60.3034290167058,32.894539496305036,49.57732001565207,52.21921252408372,1,1,2,2,1,2,Beginner_Path
L0444,Elementary,2.2,7,38.79952577530128,33.743450321994146,58.04492201680145,41.12215705174569,48.13851781034351,38.482958517817664,1,1,2,2,1,2,Beginner_Path
L0445,Upper-Intermediate,1.5,6,81.70911248276875,69.58708638215339,69.42485329706568,66.22988823209657,62.51336575237373,68.65846673007594,4,3,3,3,3,3,Intermediate_Path
L0446,Upper-Intermediate,0.9,3,81.03790520277894,55.254973129517644,86.23342300674828,69.25609966793085,82.85482589829576,61.27405473593847,4,2,3,3,3,3,Intermediate_Path
L0447,Advanced,1.4,6,86.08123234613133,94.4680756651187,93.83428653546672,78.73486745220252,83.48047845976615,79.51603212188817,4,4,4,4,4,4,UpperIntermediate_Path
L0448,Intermediate,1.0,2,49.82235690923047,55.550029360333745,67.1416894113175,52.664563741769186,58.99972141058664,57.66215260152907,2,2,2,2,2,2,Elementary_Path
L0449,Elementary,1.0,2,39.72596448473989,49.2243497290144,45.23379684136444,32.85585937601879,64.80183076881865,39.983533212035425,1,2,1,2,2,2,Beginner_Path
L0450,Beginner,1.4,2,36.26731754058686,30.33811388053777,46.602688574175765,43.487004763949,45.08763331049305,32.55784959824331,1,1,2,1,1,2,Beginner_Path
L0451,Intermediate,0.9,4,66.44518491645292,51.327960657882514,60.76166461793517,57.174864810886056,43.71745952284826,40.352933183824334,3,2,2,2,2,2,Elementary_Path
L0452,Intermediate,1.3,3,69.28245691344324,57.87563905167328,57.343888429698126,40.94792392223983,42.304897636475275,66.32956164806137,3,2,2,2,3,2,Elementary_Path
L0453,Elementary,0.5,7,45.03468264518031,33.35949367594175,62.34106335807249,39.65170089453327,49.35689549880754,50.10066593171066,2,1,2,2,1,2,Beginner_Path
L0454,Upper-Intermediate,1.6,2,63.46507574015216,66.42009565586665,64.62292191469997,76.36601427562167,62.87259385125195,77.92905371837202,3,3,3,3,3,3,Intermediate_Path
L0455,Beginner,1.5,2,42.678436378663335,26.40386486121546,50.647762643141505,32.569780536142105,46.48546747632998,47.90425324616862,2,1,2,2,1,2,Beginner_Path
L0456,Elementary,0.9,7,41.764650293741504,36.094311894089856,61.84486133552996,41.03058539861903,50.42263064964979,36.747871244542836,2,1,2,2,1,2,Beginner_Path
L0457,Beginner,2.0,6,34.817473611387975,13.901617593743584,36.2035632444876,37.254073229919236,41.65384769023863,31.416055169719762,1,0,1,1,1,1,Beginner_Path
L0458,Elementary,2.2,6,63.252760904370376,58.393265894799995,46.796715388675324,51.43597535178216,42.93256818357647,26.05165632417789,3,2,2,1,3,2,Beginner_Path
L0459,Beginner,0.5,2,48.27115428565768,28.13461246846231,42.769743187335976,23.636475429608396,57.41383655286705,66.40422910102237,2,1,1,3,1,2,Beginner_Path
L0460,Beginner,1.0,1,41.579743122514515,46.633760551635504,47.820362104622205,43.501284812178795,68.42593728010459,33.50414684682624,2,2,2,2,2,2,Beginner_Path
